target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,th_cue,th_target,th_word_combo,unrelated_th_cue
การต่อสู้.1,648.941250048374,564.173499970165,-0.306221324651985,-0.647763454207234,110.328129683876,14.7789449349757,0.316050749637477,0.0659713626205333,4,4,0,2,4,4,4,4,0,0,1,1,4,4,0,2,4,4,4,4,0,0,1,1,4,4,-84.7677500782086,-0.341542129555249,th,combat,fight,การสู้รบ,การต่อสู้,การสู้รบการต่อสู้,เครือข่าย
การทดสอบ,493.485499988266,726.887000000018,-0.938654197700285,-0.201256802875508,79.5358558189426,193.867431215597,0.255450742530989,0.287709526625139,4,6,1,1,4,6,4,6,0,0,1,1,4,6,1,1,4,6,4,6,0,0,1,1,4,6,233.401500011751,0.737397394824778,th,experiment,test,การทดลอง,การทดสอบ,การทดลองการทดสอบ,พุ่มไม้
การทำลาย,590.781250077926,811.908999952298,-0.269300647218573,0.0657049623172464,39.5629375215938,143.349999952319,0.0950718351047938,0.521667654532999,4,2,1,0,4,2,4,2,0,0,1,1,4,2,1,0,4,2,4,2,0,0,1,1,4,2,221.127749874373,0.335005609535819,th,creation,destruction,การสร้าง,การทำลาย,การสร้างการทำลาย,กุญแจ
การบรรยาย,695.051666714329,514.16549961848,-0.570608272232622,-0.794649249474076,142.039214647846,17.7654996185735,0.0889935276914034,0.00424469798827903,3,2,0,1,3,2,3,2,0,0,1,1,3,2,0,1,3,2,3,2,0,0,1,1,3,2,-180.886167095848,-0.224040977241453,th,seminar,lecture,สัมมนา,การบรรยาย,สัมมนาการบรรยาย,อภินิหาร
การบริจาค,570.112999999488,527.63333330156,-0.472324188469265,-0.739904755420325,30.6227296622119,20.6777121337906,0.0475854260255747,0.0355776877673587,3,3,0,1,3,3,3,3,0,0,1,1,3,3,0,1,3,3,3,3,0,0,1,1,3,3,-42.4796666979287,-0.26758056695106,th,charity,donation,การกุศล,การบริจาค,การกุศลการบริจาค,รายวัน
การบันทึก,619.837499999241,639.166666622953,-0.619656000004637,-0.307317987723364,75.3791713254413,75.5295600505343,0.166595760386252,0.293256948342765,8,3,0,0,8,3,8,3,0,0,1,1,8,3,0,0,8,3,8,3,0,0,1,1,8,3,19.3291666237116,0.312338012281272,th,record,recording,บันทึก,การบันทึก,บันทึกการบันทึก,ทันสมัย
การประชุม,492.186499994044,494.523666650775,-0.959905507725022,-0.886262562024062,26.5282632850838,82.0868816235308,0.0794887031512413,0.25537219985193,5,3,0,1,4,3,5,3,0,0,0.8,1,5,3,0,1,5,3,5,3,0,0,1,1,4,3,2.33716665673018,0.07364294570096,th,conference,meeting,การสัมมนา,การประชุม,การสัมมนาการประชุม,ซื้อ
การประหารชีวิต,615.873400016653,612.202444450917,-0.241054378668485,-0.525120402873386,64.001126478456,61.1935263457706,0.204186898620813,0.16235577911866,5,9,0,1,5,9,5,9,0,0,1,1,5,9,0,1,5,9,5,9,0,0,1,1,5,9,-3.67095556573622,-0.284066024204901,th,hanging,execution,การแขวนคอ,การประหารชีวิต,การแขวนคอการประหารชีวิต,เครื่องกำเนิดไฟฟ้า
การประเมิน,553.698499898688,652.596799980959,-0.568704513007673,-0.327737657280539,38.5396512126693,83.2242504341308,0.109761763949154,0.336812354180609,4,5,0,1,4,5,4,5,0,0,1,1,4,5,0,1,4,5,4,5,0,0,1,1,4,5,98.8983000822711,0.240966855727134,th,observation,evaluation,การสังเกต,การประเมิน,การสังเกตการประเมิน,คัดเลือก
การปรับปรุง,459.744833137161,524.752750029817,-0.919377478382661,-0.658086115319423,51.4736191900089,68.7878394202244,0.151863247633771,0.154854747058856,6,4,0,1,6,4,6,4,0,0,1,1,6,4,0,1,6,4,6,4,0,0,1,1,6,4,65.0079168926555,0.261291363063238,th,change,improvement,ความเปลี่ยนแปลง,การปรับปรุง,ความเปลี่ยนแปลงการปรับปรุง,การแสดงโชว์ของคาวบอย
การปล้น,593.404000033392,572.911999979173,-0.320980071435881,-0.82625741094764,38.023375928603,32.400000026799,0.105622400692704,0.257277225094214,5,2,1,1,5,2,5,2,0,0,1,1,5,2,1,1,5,2,5,2,0,0,1,1,5,2,-20.4920000542188,-0.505277339511759,th,theft,robbery,การลักขโมย,การปล้น,การลักขโมยการปล้น,ประชากร
การปิด,462.799249964155,1058.15675004174,-0.932263907151218,0.963641351477745,50.1778504416732,367.053562218754,0.13182588231777,1.00908488143577,4,4,0,0,4,4,4,4,0,0,1,1,4,4,0,0,4,4,4,4,0,0,1,1,4,4,595.35750007759,1.89590525862896,th,opening,closure,การเปิด,การปิด,การเปิดการปิด,สุนัข
การผลิต,603.14616667066,807.702000003754,-0.407584128608985,0.511399923076611,64.2982810282652,227.489600873206,0.255277278732935,0.852958219326528,6,6,0,2,6,6,6,6,0,0,1,1,6,6,0,2,6,6,6,6,0,0,1,1,6,6,204.555833333094,0.918984051685596,th,factory,production,โรงงาน,การผลิต,โรงงานการผลิต,พ่อ
การผ่าตัด,542.241400059662,574.393799957051,-0.779158521120482,-0.613904222852815,45.8647061435779,37.3594781392397,0.122860946761063,0.0910608536766628,5,5,3,0,5,5,5,5,0,0,1,1,5,4,3,1,5,4,5,4,0,1,1,1,5,5,32.1523998973892,0.165254298267666,th,operate,surgery,ผ่าตัด,การผ่าตัด,ผ่าตัดการผ่าตัด,บ้าน
การพัฒนา,725.599250020896,699.441500011948,-0.244033498061366,-0.430490009078473,64.1256857209677,2.08650001196696,0.330800091532613,0.162862300525684,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,-26.1577500089478,-0.186456511017108,th,progress,development,ความก้าวหน้า,การพัฒนา,ความก้าวหน้าการพัฒนา,โรงพยาบาล
การพิจารณาคดี,920.951833317474,822.697999904631,0.49639579100729,0.0100380834599953,258.592585033705,,0.783624168481474,,6,1,0,0,6,1,6,1,0,0,1,1,6,1,0,0,6,1,6,1,0,0,1,1,6,1,-98.2538334128425,-0.486357707547295,th,hearing,trial,การไต่สวน,การพิจารณาคดี,การไต่สวนการพิจารณาคดี,เปลือง
การพิสูจน์,803.601166674015,731.742749985773,0.33315540224271,-0.155551171467788,124.444949725644,73.3535673104772,0.403084159758401,0.133841094244659,6,4,0,0,6,4,6,4,0,0,1,1,6,4,0,0,6,4,6,4,0,0,1,1,6,4,-71.8584166882416,-0.488706573710498,th,evidence,proof,หลักฐาน,การพิสูจน์,หลักฐานการพิสูจน์,อย่างที่สุด
การระบายอากาศ,760.353833335608,706.749833349046,0.239531334141795,-0.00732957690679953,88.5019532847144,101.716719639699,0.297329275262144,0.230892199945967,6,6,0,0,6,6,6,6,0,0,1,1,6,6,0,0,0,6,6,6,0,0,0,1,6,6,-53.6039999865615,-0.246860911048595,th,valve,ventilation,วาล์ว,การระบายอากาศ,วาล์วการระบายอากาศ,อย่างเป็นทางการ
การระเบิด,658.826874982107,623.818833364877,0.00591350604088023,-0.344352073651631,124.851965457784,72.8099111902504,0.695581587448541,0.174644978395061,8,6,0,0,8,6,8,6,0,0,1,1,8,6,0,0,8,6,8,6,0,0,1,1,8,6,-35.0080416172302,-0.350265579692511,th,earthquake,explosion,แผ่นดินไหว,การระเบิด,แผ่นดินไหวการระเบิด,ปลอม
การรักษา,570.057499999966,532.339199993771,-0.539700042072049,-0.46681605949875,54.942500000034,55.0505468471435,0.0101574431370692,0.162982761089466,2,5,1,1,2,5,2,5,0,0,1,1,2,5,1,1,2,5,2,5,0,0,1,1,2,5,-37.718300006195,0.0728839825732989,th,therapy,treatment,การบำบัด,การรักษา,การบำบัดการรักษา,ยิ้ม
การลงคะแนนเสียง,573.820599995216,1298.54824999402,-0.518259908885225,1.34800587561701,73.907811791092,563.021069746294,0.133174884468497,1.46194026913458,5,4,1,0,5,4,5,4,0,0,1,1,5,4,1,0,5,4,5,4,0,0,1,1,5,4,724.727649998809,1.86626578450224,th,majority,vote,เสียงข้างมาก,การลงคะแนนเสียง,เสียงข้างมากการลงคะแนนเสียง,โคมไฟ
การลงนาม,891.42659998571,960.130000000121,0.616909850601737,0.913986526980165,240.777902721951,,0.890635925963761,,5,1,0,1,5,1,5,1,0,0,1,1,5,1,0,1,5,1,5,1,0,0,1,1,5,1,68.7034000144106,0.297076676378428,th,stamp,signature,ตราประทับ,การลงนาม,ตราประทับการลงนาม,ธรรมดาสามัญ
การวางแผน,729.556199995405,578.721999976173,-0.00651999126073743,-0.550552654679037,165.744847026387,48.5780000476805,0.616382310118553,0.158133820626312,5,2,1,1,5,2,5,2,0,0,1,1,5,2,1,1,5,2,5,2,0,0,1,1,5,2,-150.834200019233,-0.5440326634183,th,preparation,planning,การเตรียมการ,การวางแผน,การเตรียมการการวางแผน,นายอำเภอ
การวิเคราะห์,566.535999928514,569.490999991676,-0.478995979159392,-0.595965807780866,67.9983787561701,53.3144738549758,0.228719006068754,0.194373022664319,4,6,0,0,4,6,4,6,0,0,1,1,2,6,2,0,2,6,2,6,2,0,1,1,4,6,2.95500006316195,-0.116969828621474,th,autopsy,analysis,การชันสูตรพลิกศพ,การวิเคราะห์,การชันสูตรพลิกศพการวิเคราะห์,เด็กหญิง
การวิ่งแข่ง,517.776000143029,619.40499999047,-0.727603275039868,-0.361249914608883,111.703466262778,55.0961204049047,0.282606849248041,0.179154093306628,3,6,1,2,3,5,3,5,0,0,1,1,3,6,1,2,3,5,3,5,0,0,1,1,3,5,101.628999847441,0.366353360430984,th,marathon,race,การแข่งวิ่งมาราธอน,การวิ่งแข่ง,การแข่งวิ่งมาราธอนการวิ่งแข่ง,ลงโทษ
การศึกษา,608.551714160808,519.531250023618,-0.368274709429929,-0.69107333899506,72.8670763503114,22.5938156010616,0.229805111238443,0.125066175358766,7,8,1,0,7,8,7,8,0,0,1,1,7,8,1,0,7,8,7,8,0,0,1,1,7,8,-89.0204641371901,-0.322798629565131,th,health,education,สุขภาพ,การศึกษา,สุขภาพการศึกษา,ตัวเลข
การสาบสูญ,573.559399980423,746.418999976149,-0.428560057629476,-0.0842694943455132,20.7529643606976,122.551533069361,0.0763660490417185,0.289387241734237,6,3,1,1,5,3,6,3,0,0,0.833333333333333,1,6,3,1,1,6,3,6,3,0,0,1,1,5,3,172.859599995726,0.344290563283963,th,death,disappearance,ความตาย,การสาบสูญ,ความตายการสาบสูญ,จบ
การสื่อสาร,525.462714296982,807.801000095322,-0.713476231679148,0.136678288007276,19.213831326482,,0.110222051620482,,7,1,0,0,7,1,7,1,0,0,1,1,7,1,0,0,7,1,7,1,0,0,1,1,7,1,282.33828579834,0.850154519686424,th,navigation,communication,การนำทาง,การสื่อสาร,การนำทางการสื่อสาร,ถ่อมตน
การหยั่งรู้,666.822999920502,1230.0133332538,0.00419523684975792,1.38099648366149,101.319457063106,349.40006702316,0.322127935674861,1.40921200975572,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,563.190333333296,1.37680124681173,th,instinct,intuition,สัญชาตญาณ,การหยั่งรู้,สัญชาตญาณการหยั่งรู้,ทางการค้า
การอนุมัติ,658.083599995275,1229.78649997615,-0.17657302240745,1.45341501429691,14.2311159903273,797.313499976151,0.0663859258779307,2.36011259683222,5,2,0,0,5,2,5,2,0,0,1,1,5,2,0,0,5,2,5,2,0,0,1,1,5,2,571.702899980875,1.62998803670436,th,permission,approval,การอนุญาต,การอนุมัติ,การอนุญาตการอนุมัติ,เสียง
การอภิปราย,607.75509090964,668.673499988101,-0.446624166576313,-0.219936136877841,30.9702518623331,72.326500011899,0.121408210315752,0.322297002448302,11,2,0,0,11,2,11,2,0,0,1,1,11,2,0,0,11,2,11,2,0,0,1,1,11,2,60.9184090784612,0.226688029698472,th,conversation,discussion,การสนทนา,การอภิปราย,การสนทนาการอภิปราย,น่าเวทนา
การออกเดินทาง,622.60850002282,553.385800024728,-0.180485144040294,-0.41084260714813,61.2560860321361,26.500791404504,0.233062271484491,0.10681931789207,4,5,0,0,4,5,4,5,0,0,1,1,4,5,0,0,4,5,4,5,0,0,1,1,4,5,-69.2226999980921,-0.230357463107836,th,arrival,departure,การมาถึง,การออกเดินทาง,การมาถึงการออกเดินทาง,เนื้อหมู
การเขียน,592.015999999247,544.587625037806,0.025383807553249,-0.804742991490581,,62.5548499134049,,0.0674600436664498,1,8,1,0,1,8,1,8,0,0,1,1,1,8,1,0,1,7,1,8,0,0,1,0.875,1,8,-47.428374961441,-0.83012679904383,th,reading,writing,การอ่าน,การเขียน,การอ่านการเขียน,กำไร
การเงิน,647.292333359878,689.615999976173,-0.332827054824956,-0.162304139958675,94.6025165851454,195.406233323024,0.292990700045626,0.601978900631513,6,5,1,0,6,5,6,5,0,0,1,1,6,5,1,0,4,5,6,5,0,0,0.666666666666667,1,6,5,42.3236666162951,0.170522914866281,th,banking,financial,การธนาคาร,การเงิน,การธนาคารการเงิน,ร่างกาย
การเชื่อมต่อ,635.821000007951,692.066571439854,-0.653757689580287,-0.346870652897622,88.1750421379384,92.3713123535968,0.225316406875531,0.266371582445285,6,7,0,0,6,7,6,7,0,0,1,1,6,7,0,0,6,6,6,7,0,0,1,0.857142857142857,6,7,56.2455714319024,0.306887036682665,th,contact,connection,การติดต่อ,การเชื่อมต่อ,การติดต่อการเชื่อมต่อ,ห้องน้ำ
การเดินขบวน,665.664200000453,609.649750084965,-0.228860968484191,-0.331106887803174,86.540442871538,84.7738728001706,0.241827050492471,0.288788355977572,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,5,4,5,4,0,0,1,1,5,4,-56.0144499154879,-0.102245919318983,th,protest,demonstration,การประท้วง,การเดินขบวน,การประท้วงการเดินขบวน,ให้อภัย
การเดินเล่น,515.299999988172,712.922749999998,-0.660913302124501,0.0185991838766242,,104.638367010258,,0.341843561933875,1,5,0,0,1,5,1,5,0,0,1,1,1,5,0,0,1,2,1,5,0,0,1,0.4,1,4,197.622750011826,0.679512486001125,th,nap,stroll,การงีบหลับ,การเดินเล่น,การงีบหลับการเดินเล่น,ช่อง
การเต้นรำ,462.311749617744,548.545999988681,-0.891908743589688,-0.414581319668067,42.0129453393304,57.7462829400709,0.0247117740449926,0.251914881452287,4,4,0,0,4,4,4,4,0,0,1,1,4,4,0,0,4,4,4,4,0,0,1,1,4,4,86.2342503709369,0.477327423921622,th,dancer,dance,นักเต้น,การเต้นรำ,นักเต้นการเต้นรำ,ทนายความ
การเทศนา,1090.28880004769,748.034199984657,1.08850021284188,0.230859320665717,251.753654821961,40.7357147526217,0.693416992851908,0.129547981776168,5,5,0,1,5,5,5,5,0,0,1,1,5,5,0,1,5,5,5,5,0,0,1,1,5,5,-342.254600063036,-0.857640892176165,th,speech,sermon,คำพูด,การเทศนา,คำพูดการเทศนา,อิจฉา
การเมือง,850.399750035729,554.149200004758,0.425302640232875,-0.557308344499029,221.93310743735,15.6792606054459,0.746721853761575,0.100846481638158,4,5,1,1,4,5,4,5,0,0,1,1,4,5,1,1,4,4,4,5,0,0,1,0.8,4,5,-296.25055003097,-0.982610984731904,th,journalism,politics,วารสารศาสตร์,การเมือง,วารสารศาสตร์การเมือง,เล็บ
การเลิกจ้าง,511.460333332846,645.147333365108,-0.637526387421851,0.0256947993442144,51.925446235749,57.6015818263751,0.127099972885108,0.336685826694971,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,133.687000032262,0.663221186766065,th,resignation,dismissal,การลาออก,การเลิกจ้าง,การลาออกการเลิกจ้าง,ปาก
การเลือกตั้ง,561.416666650757,623.127249994082,-0.497301690253178,-0.333087837213975,32.7205620298663,27.1209394920293,0.104202200332395,0.100791098469565,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,2,4,3,4,0,0,0.666666666666667,1,3,4,61.7105833433255,0.164213853039203,th,campaign,election,แคมเปญ,การเลือกตั้ง,แคมเปญการเลือกตั้ง,ไข้หวัดใหญ่
การแข็งตัว,482.781799976155,520.190999999817,-0.719229495046036,-0.663583467497991,39.8843980556193,186.809000000183,0.190885404068722,0.453633589024796,5,2,1,1,5,2,5,2,0,0,1,1,5,2,1,1,5,2,5,2,0,0,1,1,5,2,37.4092000236618,0.0556460275480444,th,orgasm,erection,จุดสุดยอด,การแข็งตัว,จุดสุดยอดการแข็งตัว,ทำความสะอาด
การแข่งขัน,524.964142853727,529.604249993689,-0.860229094204113,-0.611272472894025,36.8058106777033,21.5636629624278,0.127477713694747,0.118091629639539,7,4,0,0,7,4,7,4,0,0,1,1,7,4,0,0,7,4,7,4,0,0,1,1,7,4,4.64010713996186,0.248956621310088,th,tournament,match,ทัวร์นาเมนต์,การแข่งขัน,ทัวร์นาเมนต์การแข่งขัน,หมดหนทาง
การแข่งขันชิงแชมป์,1042.16533338175,930.355800025025,1.29748258926179,0.641343479198598,52.1671327551004,75.4822818596522,0.302998863351541,0.23822759471636,3,5,1,0,3,5,3,5,0,0,1,1,3,5,1,0,3,5,3,5,0,0,1,1,3,5,-111.809533356722,-0.656139110063194,th,competition,championship,การแข่งขัน,การแข่งขันชิงแชมป์,การแข่งขันการแข่งขันชิงแชมป์,พี่สาวน้องสาว
การแต่งงาน,698.621714278952,522.21420002373,-0.0219586131547179,-0.676452156580248,127.812640448375,47.7932575617903,0.406943972145103,0.145734697899702,7,5,0,1,7,5,7,5,0,0,1,1,7,5,0,1,6,5,7,5,0,0,0.857142857142857,1,7,5,-176.407514255221,-0.65449354342553,th,divorce,marriage,การหย่าร้าง,การแต่งงาน,การหย่าร้างการแต่งงาน,หน่วย
การแสดง,551.47216667264,651.964285726002,-0.691304707852439,-0.145261535341004,68.0701166355304,88.1692863944386,0.178687063723347,0.314579855372133,6,7,0,0,6,7,6,7,0,0,1,1,6,6,0,1,6,6,6,6,0,1,1,1,6,7,100.492119053362,0.546043172511435,th,show,performance,งานแสดงโชว์,การแสดง,งานแสดงโชว์การแสดง,ผู้ที่เหยียดผิว
การไม่อยู่,1001.57580001899,1296.00000000003,0.948273425803101,1.86593089001364,126.275585636483,799.999999999971,0.201587354764865,2.70505396793813,6,3,1,1,5,2,6,3,0,0,0.833333333333333,0.666666666666667,6,3,1,1,4,3,6,3,0,0,0.666666666666667,1,5,2,294.424199981039,0.917657464210539,th,presence,absence,การมีอยู่,การไม่อยู่,การมีอยู่การไม่อยู่,มังกร
กาแฟ,548.799999976182,502.61880012874,-0.579326980836404,-0.69675465146273,80.5999999284975,21.7840561216583,0.359735962235844,0.127347095033162,3,5,0,0,3,5,3,5,0,0,1,1,2,5,1,0,2,5,2,5,1,0,1,1,2,5,-46.1811998474412,-0.117427670626327,th,cup,coffee,ถ้วย,กาแฟ,ถ้วยกาแฟ,ความแข็งแกร่ง
กาแล็กซี,788.147428549718,720.174500023888,-0.129657162319635,-0.36903543202837,117.346502122561,0.678500047709974,0.194904219778568,0.189101447305251,7,2,0,0,7,2,7,2,0,0,1,1,7,2,0,0,7,2,7,2,0,0,1,1,7,2,-67.97292852583,-0.239378269708735,th,universe,galaxy,จักรวาล,กาแล็กซี,จักรวาลกาแล็กซี,เชิงบวก
กำหนดการ,683.715166579243,592.4689999884,-0.516552404022395,-0.416890746763276,104.232807924679,58.8231582984108,0.266494728818834,0.188169707074382,6,7,1,0,6,7,6,7,0,0,1,1,6,7,1,0,6,7,6,7,0,0,1,1,6,7,-91.2461665908431,0.0996616572591186,th,calendar,schedule,ปฏิทิน,กำหนดการ,ปฏิทินกำหนดการ,ทิศใต้
กิจกรรม,507.640200023795,450.519249994046,-0.819381920681043,-0.899193766259353,46.9367332353924,18.3586466321716,0.120357079379217,0.0541188419304375,5,4,1,2,5,4,5,4,0,0,1,1,5,4,1,2,5,4,5,4,0,0,1,1,5,4,-57.1209500297497,-0.0798118455783092,th,active,activity,คล่องแคล่ว,กิจกรรม,คล่องแคล่วกิจกรรม,ทหาร
กิน,453.927333333413,616.372250000946,-1.04964773243619,-0.758569450883157,37.8338113390916,109.715823395298,0.112048227801686,0.0825732605283124,4,4,0,1,3,4,3,4,0,0,1,1,4,4,0,1,3,3,3,4,0,0,1,0.75,3,4,162.444916667533,0.29107828155303,th,feed,eat,ให้อาหาร,กิน,ให้อาหารกิน,ความมืด
กิ้งก่า,368.568999991054,1198.55649999995,-1.33384239420486,0.731072865784863,,92.55649999995,,0.830497702787685,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,0,1,2,0,0,1,0,1,2,829.987500008896,2.06491525998972,th,frog,lizard,กบ,กิ้งก่า,กบกิ้งก่า,วงออเคสตรา
กีตาร์,728.148199941631,491.154000000213,0.154363095299226,-0.934873862251017,185.216446283382,,0.639817522147188,,5,1,0,1,5,1,5,1,0,0,1,1,5,1,0,1,4,1,5,1,0,0,0.8,1,5,1,-236.994199941418,-1.08923695755024,th,piano,guitar,เปียโน,กีตาร์,เปียโนกีตาร์,กล่าว
กีฬา,471.833333321323,643.85749993839,-0.814979202350495,-0.389949113483031,28.9479696086032,66.0492564916516,0.10581596532465,0.265241847743293,6,6,0,0,6,6,6,6,0,0,1,1,6,6,0,0,6,6,6,6,0,0,1,1,6,6,172.024166617067,0.425030088867464,th,hobby,sport,งานอดิเรก,กีฬา,งานอดิเรกกีฬา,อาสาสมัคร
ก้น,526.400999944911,701.032000014908,-0.74247037789358,-0.057091872587713,45.5224622406234,52.1033167658746,0.139889321792349,0.247789195583,7,5,1,0,7,4,7,5,0,0,1,0.8,7,5,1,0,7,5,7,5,0,0,1,1,7,4,174.631000069997,0.685378505305867,th,ass,butt,ตูด,ก้น,ตูดก้น,ผู้เช่า
ก้อนหิน,477.093800009569,494.460999926232,-0.735806488724541,-0.407224505653681,29.9418011844232,103.402999930695,0.0910367254573473,0.349113974042646,5,2,0,1,5,2,5,2,0,0,1,1,5,2,0,1,5,2,5,2,0,0,1,1,5,2,17.367199916663,0.32858198307086,th,rock,stone,หิน,ก้อนหิน,หินก้อนหิน,ห้องโดยสาร
