target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,hu_cue,hu_target,hu_word_combo
hatás,591.806921585634,570.859799981445,-0.392989784852254,-0.454023475500938,39.9893077697274,26.839519685583,0.112289935357143,0.0919207064730148,56,51,2,0,51,45,52,47,1,0,0.980769230769231,0.957446808510638,55,51,3,0,48,46,51,47,2,0,0.941176470588235,0.978723404255319,51,45,-20.9471216041896,-0.0610336906486837,hu,influence,effect,befolyás,hatás,befolyáshatás
hatékony,594.52527999492,655.221259997505,-0.388741480281187,-0.0421149040901274,21.2508167635161,31.061910091011,0.0800677664515499,0.126238711125424,56,58,2,1,50,50,51,51,0,1,0.980392156862745,0.980392156862745,56,59,2,0,48,35,51,52,0,0,0.941176470588235,0.673076923076923,50,50,60.6959800025852,0.34662657619106,hu,useful,effective,hasznos,hatékony,hasznoshatékony
hatóság,628.837953132067,625.833345446782,-0.231072203071293,-0.226297800106989,41.2471518698243,23.6774002843641,0.153899547326094,0.107765220688509,69,60,0,2,64,55,64,56,0,0,1,0.982142857142857,69,60,0,2,60,50,64,56,0,0,0.9375,0.892857142857143,64,55,-3.00460768528524,0.00477440296430387,hu,jurisdiction,authority,joghatóság,hatóság,joghatósághatóság
hazug,562.650886773686,598.009653063653,-0.505188522141825,-0.381892732867956,17.1311532496024,28.3686135649947,0.0710003070310608,0.10812234633353,59,56,0,0,53,49,54,50,0,0,0.981481481481482,0.98,59,56,0,0,54,49,54,50,0,0,1,0.98,53,49,35.3587662899666,0.123295789273869,hu,lie,liar,hazugság,hazug,hazugsághazug
hegy,530.512925941313,551.703163311888,-0.584931373396839,-0.487740223222886,18.5184101508844,16.7410550866058,0.0785408412578975,0.0646280619249204,59,56,3,0,54,49,54,49,1,0,1,1,59,56,3,0,49,49,54,49,1,0,0.907407407407407,1,54,49,21.1902373705752,0.0971911501739533,hu,hill,mountain,magaslat,hegy,magaslathegy
helikopter,619.18396078468,673.092980398274,-0.244978068374114,-0.0583042471457017,24.7323654107176,32.1450509512759,0.0918342947478173,0.126301394396246,58,55,0,0,51,51,53,52,0,0,0.962264150943396,0.980769230769231,58,54,0,1,51,48,53,51,0,1,0.962264150943396,0.941176470588235,51,51,53.9090196135945,0.186673821228413,hu,ambulance,helicopter,mentőautó,helikopter,mentőautóhelikopter
helyes,611.92324447154,512.072106382486,-0.460645907609557,-0.625448574374885,43.3355536568111,21.1359415095874,0.122093472059594,0.0836102903021516,51,53,1,2,45,47,45,47,0,0,1,1,51,53,1,2,43,45,45,47,0,0,0.955555555555556,0.957446808510638,45,47,-99.8511380890535,-0.164802666765328,hu,wrong,correct,helytelen,helyes,helytelenhelyes
helyettes,571.92343397896,587.079826941128,-0.419969558188797,-0.426085376026215,27.2908535206467,25.6791566870795,0.124821625339235,0.0870391201569618,55,56,1,0,53,52,53,53,0,0,1,0.981132075471698,55,56,1,0,50,53,53,53,0,0,0.943396226415094,1,53,52,15.1563929621682,-0.00611581783741794,hu,replace,substitute,helyettesít,helyettes,helyettesíthelyettes
helyettes.1,619.580145834614,543.505472718043,-0.266954015239626,-0.526294660708577,30.5668169754109,19.4718570568041,0.130640841902174,0.085374043463622,53,62,1,1,48,56,48,56,1,0,1,1,53,62,1,1,46,56,48,56,1,0,0.958333333333333,1,48,55,-76.0746731165709,-0.259340645468951,hu,secretary,assistant,titkár,helyettes,titkárhelyettes
helyi,554.321153855265,587.601591824431,-0.43177025236426,-0.40630694616494,21.1590672277563,35.6516428845364,0.0838074295733603,0.154743244482977,59,55,0,0,52,50,54,50,0,0,0.962962962962963,1,59,55,0,0,50,48,54,50,0,0,0.925925925925926,0.96,52,49,33.2804379691669,0.0254633061993197,hu,regional,local,regionális,helyi,regionálishelyi
herceg,501.730367353924,592.191392170413,-0.716018534633567,-0.373522113898825,14.6667839206826,46.2751723061313,0.0514222669967957,0.134078000182614,54,55,0,1,50,51,50,52,0,0,1,0.980769230769231,54,55,0,1,50,50,50,52,0,0,1,0.961538461538462,49,51,90.4610248164889,0.342496420734742,hu,princess,prince,hercegnő,herceg,hercegnőherceg
heroin,592.26597875813,694.314411784668,-0.401869866268955,0.100680999083874,17.5264738763769,26.4248394758178,0.057523781375076,0.104223004428995,54,54,0,0,47,34,47,45,0,0,1,0.755555555555556,54,54,0,0,42,44,47,45,0,0,0.893617021276596,0.977777777777778,47,34,102.048433026538,0.502550865352828,hu,cocaine,heroin,kokain,heroin,kokainheroin
heti,519.06388887869,635.043090879939,-0.612514580972607,-0.247991230157512,38.9683768712634,38.0768437019836,0.165253797333948,0.132389970927999,61,57,0,0,54,55,54,55,0,0,1,1,61,56,0,1,50,52,54,54,0,1,0.925925925925926,0.962962962962963,54,55,115.97920200125,0.364523350815096,hu,daily,weekly,napi,heti,napiheti
hiba,536.996130437748,511.016169804986,-0.658915706537426,-0.758377615053109,21.5924722028592,23.031907948473,0.0766785594441951,0.0628918477213743,55,62,1,0,46,53,49,55,0,0,0.938775510204082,0.963636363636364,54,62,2,0,44,53,48,55,1,0,0.916666666666667,0.963636363636364,46,53,-25.9799606327615,-0.0994619085156827,hu,error,mistake,tévedés,hiba,tévedéshiba
hideg,539.308127643148,596.607333340392,-0.610773961905834,-0.45629968981506,27.3222694807487,36.8870285829974,0.084946363359021,0.107234105401883,52,62,1,1,47,58,49,58,1,0,0.959183673469388,1,52,62,1,1,47,57,49,58,1,0,0.959183673469388,0.982758620689655,47,57,57.2992056972433,0.154474272090774,hu,hot,cold,forró,hideg,forróhideg
hidrogén,633.914387748886,618.522847854282,-0.146773333904208,-0.0931822006523137,33.2324482633814,21.6277471843012,0.148718693369673,0.100658043468542,56,58,1,0,51,46,51,50,1,0,1,0.92,56,58,1,0,46,47,51,50,1,0,0.901960784313726,0.94,49,46,-15.3915398946044,0.0535911332518943,hu,carbon,hydrogen,szén,hidrogén,szénhidrogén
hinni,627.232153854018,645.614959197709,-0.255837002163145,-0.186240990229981,17.68910747572,32.0927716186233,0.0760198349522072,0.10999840784099,61,56,3,0,52,49,59,54,0,0,0.88135593220339,0.907407407407407,61,56,3,0,56,50,59,54,0,0,0.949152542372881,0.925925925925926,52,49,18.3828053436914,0.0695960119331639,hu,trust,believe,bizalom,hinni,bizalomhinni
hit,549.462359993139,571.057142842249,-0.521267785428332,-0.44474301737903,17.8392146829914,31.9314006282905,0.105887299521598,0.121771384764224,58,53,1,1,50,42,53,47,1,0,0.943396226415094,0.893617021276596,58,53,1,1,52,45,53,47,1,0,0.981132075471698,0.957446808510638,50,42,21.5947828491101,0.0765247680493024,hu,hope,faith,remény,hit,reményhit
hitel,536.851800001564,546.319375013962,-0.585696865486743,-0.509090859187091,22.9667467765527,26.2870321702355,0.0595873086489671,0.11550466658981,61,55,0,0,55,48,55,49,0,0,1,0.979591836734694,61,55,0,0,54,47,55,49,0,0,0.981818181818182,0.959183673469388,55,48,9.46757501239745,0.0766060062996514,hu,credit,loan,kredit,hitel,kredithitel
hiv,880.641659091775,654.552777788822,1.06038138987973,-0.169654718842798,55.0649820839399,132.371000396155,0.27182002211055,0.455306718279866,57,59,2,1,44,18,53,57,1,0,0.830188679245283,0.31578947368421,58,59,1,1,18,56,54,57,0,0,0.333333333333333,0.982456140350877,44,18,-226.088881302953,-1.23003610872253,hu,aids,hiv,aids,hiv,aidshiv
hivatal,541.825428582773,555.913018509442,-0.503571282378723,-0.506560739599596,32.7528069581129,25.6766457045562,0.10894762685305,0.105647238041304,59,61,1,0,49,54,49,54,0,0,1,1,59,61,1,0,46,54,49,54,0,0,0.938775510204082,1,49,54,14.0875899266687,-0.00298945722087351,hu,desk,office,asztal,hivatal,asztalhivatal
hivatalos,710.52458695926,630.998625003651,0.0911151550795152,-0.196160739015249,43.7460644403356,31.77638300499,0.156535942622996,0.10286238324073,54,53,0,1,46,48,46,48,0,0,1,1,54,53,0,1,46,47,46,48,0,0,1,0.979166666666667,46,48,-79.5259619556088,-0.287275894094764,hu,officially,official,hivatalosan,hivatalos,hivatalosanhivatalos
hiány,523.96145453174,578.468555560752,-0.623027466814069,-0.31842784647954,20.802066187487,16.2556117431893,0.0767750134613881,0.0857983879156821,62,53,2,0,55,45,55,47,1,0,1,0.957446808510638,63,53,1,0,53,46,56,47,0,0,0.946428571428571,0.978723404255319,55,45,54.5071010290117,0.304599620334529,hu,presence,absence,jelenlét,hiány,jelenléthiány
hogy,499.09590739503,685.751777796993,-0.736690856230941,0.0128610189151449,15.09881853895,29.8721525138473,0.0863669878012743,0.129846984454665,58,52,0,2,54,45,54,48,0,1,1,0.9375,58,52,0,2,51,23,54,48,0,1,0.944444444444444,0.479166666666667,54,45,186.655870401964,0.749551875146086,hu,what,that,mit,hogy,mithogy
homok,559.462415095068,527.521460000899,-0.492802984166311,-0.659092572416673,33.5270432207635,15.8318453773386,0.122549266819109,0.0467547241412504,60,54,3,0,54,50,54,50,1,0,1,1,60,54,3,0,47,49,54,50,1,0,0.87037037037037,0.98,53,50,-31.9409550941696,-0.166289588250362,hu,mud,sand,sár,homok,sárhomok
homár,631.204063829022,697.452375008341,-0.303076867544976,0.106718343493951,25.8867019032625,26.4559312661339,0.0907898766804353,0.130926702278829,55,56,3,0,47,48,48,51,1,0,0.979166666666667,0.941176470588235,56,56,2,0,46,49,49,51,0,0,0.938775510204082,0.96078431372549,47,48,66.2483111793185,0.409795211038927,hu,tuna,lobster,tonhal,homár,tonhalhomár
hossz,589.274260002524,608.77203331431,-0.462034537263373,-0.279514167583954,26.8495269337859,24.5007258551017,0.101325876607263,0.0918000400543477,54,67,0,0,50,60,50,63,0,0,1,0.952380952380952,54,67,0,0,50,62,50,63,0,0,1,0.984126984126984,50,60,19.4977733117865,0.182520369679419,hu,size,length,méret,hossz,mérethossz
hosszú,526.667290911121,522.594458331302,-0.595115924576183,-0.690068077989455,17.9774615749802,18.2567396510606,0.0875369679577655,0.0655319435641577,62,54,0,0,55,48,56,48,0,0,0.982142857142857,1,62,54,0,0,53,48,56,48,0,0,0.946428571428571,1,55,48,-4.07283257981851,-0.0949521534132717,hu,short,long,rövid,hosszú,rövidhosszú
hozzáállás,570.253879318904,627.766080014792,-0.41559194791491,-0.268621187506682,20.6890051955246,43.8932900347596,0.0728572376952669,0.14363219581705,63,57,0,2,58,50,59,50,0,0,0.983050847457627,1,63,57,0,2,58,47,59,50,0,0,0.983050847457627,0.94,58,50,57.512200695888,0.146970760408229,hu,opinion,attitude,vélemény,hozzáállás,véleményhozzáállás
hulla,546.050943403673,574.17390002591,-0.540428196598316,-0.450081923614624,19.9585970804673,18.4967587881379,0.0775558607379033,0.0790835514235141,56,59,0,1,53,53,55,54,0,0,0.963636363636364,0.981481481481482,56,59,0,1,51,51,55,54,0,0,0.927272727272727,0.944444444444444,53,50,28.1229566222373,0.090346272983692,hu,body,corpse,test,hulla,testhulla
hulladék,603.187264115303,530.476339603454,-0.451362524888695,-0.574408130278562,39.4908709886589,15.4914223308459,0.125031406171365,0.0652996649915567,58,61,1,0,53,53,53,54,0,0,1,0.981481481481482,58,61,1,0,51,53,53,54,0,0,0.962264150943396,0.981481481481482,53,53,-72.7109245118482,-0.123045605389867,hu,trash,garbage,szemét,hulladék,szeméthulladék
huzal,676.349694447751,802.847281252994,-0.0667437210220302,0.545478239065312,26.931484859605,45.3242159654884,0.102700745553025,0.189812390985594,55,59,0,0,36,32,47,52,0,0,0.765957446808511,0.615384615384615,54,59,1,0,44,46,46,52,1,0,0.956521739130435,0.884615384615385,36,32,126.497586805243,0.612221960087342,hu,cable,wire,kábel,huzal,kábelhuzal
hála,618.039639986902,581.416980770704,-0.357017716849306,-0.352435375881928,26.0187441166518,19.9749900019525,0.0853387519845869,0.0856092051635704,55,60,0,0,50,53,52,54,0,0,0.961538461538462,0.981481481481482,54,60,1,0,50,53,51,54,1,0,0.980392156862745,0.981481481481482,50,52,-36.622659216198,0.00458234096737725,hu,hospitality,gratitude,vendégszeretet,hála,vendégszeretethála
hálószoba,606.97804083654,638.795612265663,-0.256608531508125,-0.18943298397898,21.9236414287447,28.4688936808364,0.0807560327413464,0.0935581589911192,57,59,0,2,49,49,49,49,0,0,1,1,57,59,0,2,47,49,49,49,0,0,0.959183673469388,1,49,49,31.8175714291234,0.0671755475291453,hu,room,bedroom,szoba,hálószoba,szobahálószoba
hányinger,634.324949996711,615.716945449466,-0.227989933221293,-0.102203180313602,26.1614425569584,20.8423562938568,0.0765556055675775,0.0897700574905587,65,57,1,1,60,55,60,55,0,0,1,1,66,57,0,1,57,52,60,55,0,0,0.95,0.945454545454545,60,55,-18.6080045472452,0.125786752907691,hu,diarrhea,nausea,hasmenés,hányinger,hasmenéshányinger
hármas,586.100750004231,621.437372518779,-0.444157769652769,-0.302967234332885,30.816323079141,23.3988646159116,0.117982385154269,0.0930370940145758,54,57,0,0,49,51,49,51,0,0,1,1,54,57,0,0,48,48,49,51,0,0,0.979591836734694,0.941176470588235,48,51,35.3366225145481,0.141190535319884,hu,double,triple,kettős,hármas,kettőshármas
három,491.249446423609,502.953017873245,-0.747045562409159,-0.743508270348554,17.3949543300651,12.6697073549256,0.0818523218132707,0.0448820501635301,60,59,0,0,56,56,56,56,0,0,1,1,60,59,0,0,53,56,56,56,0,0,0.946428571428571,1,56,56,11.703571449636,0.00353729206060471,hu,one,three,egy,három,egyhárom
háromszög,616.155968749952,599.290043472362,-0.163551617388079,-0.320691400853513,21.910247536399,22.6474137457936,0.10148778255194,0.081748259313509,68,52,0,0,64,46,64,46,0,0,1,1,68,52,0,0,60,46,64,46,0,0,0.9375,1,64,46,-16.8659252775906,-0.157139783465434,hu,circle,triangle,kör,háromszög,körháromszög
hátborzongató,804.605795923314,827.445914923409,0.618953545029064,0.695809939064208,42.5788585854996,52.8940991792892,0.168112189014947,0.188404148448714,55,54,0,3,49,47,50,48,0,0,0.98,0.979166666666667,55,54,0,3,40,27,50,48,0,0,0.8,0.5625,49,47,22.8401190000959,0.0768563940351441,hu,scary,creepy,ijedős,hátborzongató,ijedőshátborzongató
hátulsó,619.13382979183,710.810313725062,-0.260846095935675,0.106351319993895,21.6003037085491,29.2203558306206,0.0877183337702397,0.104579733724794,53,57,0,0,48,51,48,55,0,0,1,0.927272727272727,53,57,0,0,41,48,48,55,0,0,0.854166666666667,0.872727272727273,47,51,91.6764839332317,0.36719741592957,hu,front,rear,elülső,hátulsó,elülsőhátulsó
házas,548.729096159745,573.9223599899,-0.587251508274616,-0.50685406239154,18.8684664609298,29.3818736286255,0.0673408225835875,0.08009668889598,57,53,0,0,52,50,53,50,0,0,0.981132075471698,1,57,52,0,1,51,49,53,49,0,1,0.962264150943396,1,52,50,25.1932638301546,0.0803974458830761,hu,single,married,egyetlen,házas,egyetlenházas
házasság,615.011947367072,589.838399997597,-0.289702435443666,-0.272477515640548,31.2015143082978,24.3716887027585,0.104782455040654,0.121295081151273,59,56,1,1,57,50,57,51,0,0,1,0.980392156862745,58,56,2,1,52,50,56,51,1,0,0.928571428571429,0.980392156862745,57,50,-25.1735473694755,0.0172249198031177,hu,divorce,marriage,válás,házasság,válásházasság
hét,528.295192284712,593.521600002017,-0.642228641642136,-0.41286688892296,24.9137576205917,38.6466708682439,0.0815421664957544,0.118097820069438,56,59,1,0,52,51,53,54,1,0,0.981132075471698,0.944444444444444,55,59,2,0,51,34,52,54,2,0,0.980769230769231,0.62962962962963,52,50,65.2264077173057,0.229361752719177,hu,month,week,hónap,hét,hónaphét
hímvessző,703.080509817387,762.472796329674,0.0543071216030611,0.289677553839836,31.6799523230398,38.6138504264404,0.0859488383773456,0.114674348364721,55,60,0,1,51,55,51,55,0,1,1,1,55,61,0,0,49,55,51,56,0,0,0.96078431372549,0.982142857142857,51,54,59.3922865122879,0.235370432236775,hu,vagina,penis,hüvely,hímvessző,hüvelyhímvessző
hírek,498.596288469865,540.742686268253,-0.73844314143969,-0.439230153341108,14.0222415619512,15.1338651369593,0.0499850154190057,0.0752544502812888,55,57,1,0,52,51,52,52,1,0,1,0.980769230769231,55,57,1,0,50,48,52,52,1,0,0.961538461538462,0.923076923076923,52,51,42.1463977983883,0.299212988098582,hu,channel,news,csatorna,hírek,csatornahírek
híres,508.850153848887,494.96529413172,-0.774989621306914,-0.655339661247581,14.9310738579925,16.263245006299,0.0722863517455801,0.0619984761248252,58,55,0,1,52,51,52,51,0,1,1,1,58,55,0,1,52,48,52,51,0,1,1,0.941176470588235,52,51,-13.8848597171667,0.119649960059333,hu,popular,famous,népszerű,híres,népszerűhíres
hírnév,585.75607409996,547.51525531641,-0.483142664069372,-0.533443701584309,24.4099045678945,20.1355212569119,0.0814617849627904,0.05825351335965,57,56,2,0,54,47,54,49,0,0,1,0.959183673469388,57,56,2,0,52,48,54,49,0,0,0.962962962962963,0.979591836734694,54,47,-38.2408187835504,-0.0503010375149374,hu,career,reputation,karrier,hírnév,karrierhírnév
hó,527.445568623173,592.317098048222,-0.645344564942041,-0.396700036914585,15.5694292466105,37.0983621186252,0.0547763799183795,0.130579607072347,52,58,1,3,51,51,52,52,0,0,0.980769230769231,0.980769230769231,52,58,1,3,48,44,52,52,0,0,0.923076923076923,0.846153846153846,51,51,64.8715294250487,0.248644528027455,hu,rain,snow,eső,hó,esőhó
hölgy,599.716076921755,549.426982148403,-0.33344641797432,-0.561794477428284,21.8534141325159,24.2406950232553,0.0828400989510189,0.0835160195608995,58,59,0,0,52,56,53,56,0,0,0.981132075471698,1,58,59,0,0,24,53,53,56,0,0,0.452830188679245,0.946428571428571,52,56,-50.2890947733516,-0.228348059453964,hu,lord,lady,lord,hölgy,lordhölgy
hús,481.309961528494,546.920120022241,-0.821475520873564,-0.65191795374001,12.4958113093067,18.8397738813042,0.0598328615546378,0.0685452126779598,55,59,2,1,52,50,52,52,0,1,1,0.961538461538462,55,59,2,1,51,51,52,52,0,1,0.980769230769231,0.980769230769231,52,50,65.6101584937468,0.169557567133555,hu,pork,meat,sertéshús,hús,sertéshúshús
húzni,585.596359972588,556.859744672542,-0.392653019674286,-0.527167768814036,31.4778225780546,27.453783908752,0.12454228627802,0.0954818482977743,57,57,0,0,50,47,50,49,0,0,1,0.959183673469388,57,57,0,0,49,48,50,49,0,0,0.98,0.979591836734694,50,47,-28.7366153000464,-0.13451474913975,hu,push,pull,nyom,húzni,nyomhúzni
hülye,624.258156865084,539.017882352271,-0.166188644392507,-0.576821538299502,35.8332828603092,21.9333505120506,0.143403143881113,0.0821068256706303,53,57,0,2,51,51,51,51,0,0,1,1,53,57,0,2,35,49,51,51,0,0,0.686274509803922,0.96078431372549,51,51,-85.2402745128128,-0.410632893906995,hu,naive,stupid,naiv,hülye,naivhülye
hülyeség,647.27796491158,642.442847458585,-0.168791925393599,-0.23713177710773,42.8801463299619,42.4925390679236,0.118930234209731,0.12055548847693,60,61,1,0,58,59,58,59,1,0,1,1,60,61,1,0,55,58,58,59,1,0,0.948275862068966,0.983050847457627,57,59,-4.8351174529945,-0.0683398517141314,hu,madness,stupidity,őrültség,hülyeség,őrültséghülyeség
hüvelykujj,773.319490568418,992.281866700057,0.325618985346521,1.06094591590682,62.9128136628049,72.9976256626546,0.157706459404472,0.239882817967876,59,59,0,2,53,46,54,53,0,1,0.981481481481482,0.867924528301887,59,60,0,1,43,49,54,54,0,0,0.796296296296296,0.907407407407407,53,45,218.962376131639,0.735326930560301,hu,finger,thumb,ujj,hüvelykujj,ujjhüvelykujj
hőfok,578.808759973837,628.717320003164,-0.358194204885339,-0.223186079955941,23.8523221503756,27.8912663369824,0.0973036099037236,0.0982026682741488,56,58,1,0,50,50,50,51,1,0,1,0.980392156862745,56,58,1,0,49,50,50,51,1,0,0.98,0.980392156862745,50,50,49.9085600293271,0.135008124929398,hu,heat,temperature,hő,hőfok,hőhőfok
hűséges,601.518732138329,566.175163268689,-0.354653993405343,-0.449329121940414,34.9982695026247,23.4941684573537,0.122325656563549,0.0891270737487205,63,55,0,1,56,49,56,50,0,0,1,0.98,62,55,1,1,36,49,55,50,1,0,0.654545454545455,0.98,56,49,-35.3435688696404,-0.0946751285350714,hu,loyal,faithful,lojális,hűséges,lojálishűséges
hűvös,493.804886778831,617.653653075345,-0.779134355538014,-0.254789596244771,16.8725667296171,30.9653335308902,0.059537239997585,0.114054273803657,60,54,0,1,53,49,53,49,0,0,1,1,60,54,0,1,52,48,53,49,0,0,0.981132075471698,0.979591836734694,53,49,123.848766296514,0.524344759293243,hu,warm,cool,meleg,hűvös,meleghűvös
idegen,598.450936140892,604.138795467532,-0.319458365526537,-0.34352377601669,33.6327155727466,35.7870113640489,0.156108814427578,0.101490210180964,54,54,3,1,47,45,48,46,1,0,0.979166666666667,0.978260869565217,54,54,3,1,36,44,48,46,1,0,0.75,0.956521739130435,47,44,5.68785932663968,-0.0240654104901533,hu,ufo,alien,ufó,idegen,ufóidegen
ideges,526.415458339391,595.169319170265,-0.650550623960946,-0.475226758986003,13.7810283189237,30.3554358116686,0.0537895084592456,0.0870154824940233,55,55,1,1,48,48,49,49,0,0,0.979591836734694,0.979591836734694,55,54,1,2,46,48,49,48,0,1,0.938775510204082,1,48,47,68.7538608308745,0.175323864974943,hu,worried,nervous,aggódó,ideges,aggódóideges
